fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,sulfur_ratio,sweetness_level_Medium,sweetness_level_High,quality_category_Medium,quality_category_High,quality
-0.4724416312547565,0.9416916690733669,-1.3705073480816643,-0.5827837700061445,-0.2529070307828251,-0.23313357206884808,-0.11074700016079336,0.5745169194223603,1.25871871441813,-0.6010627252900234,-0.9933364652014673,-0.3638631513125902,False,False,False,False,5
-0.21146207621142485,1.8036896632951478,-1.3705073480816643,0.2416515711024903,0.3291017152559126,1.0181764429785793,0.8625163585244129,0.05244793250674514,-0.7070676561270965,0.19885900712801344,-0.5859405704136383,-0.04072131797760825,False,False,False,False,5
-0.21146207621142485,1.238768715832185,-1.1665639947200015,-0.0901134043272801,0.17153671060794543,0.2324434664914508,0.5515945976635888,0.15686172988985655,-0.3265928747312482,0.004367190412415191,-0.5859405704136383,-0.6619035049686504,False,False,False,False,5
1.6212523777297134,-1.4887438126688963,1.484699598981613,-0.5827837700061445,-0.27964393777704555,0.42306040854206284,0.7033237036163835,0.6789307168054717,-0.9607175103909973,-0.4635576327466454,-0.5859405704136383,-0.6257128905961289,False,False,True,False,6
-0.4724416312547565,0.737756728836533,-1.3705073480816643,-0.716583179437072,-0.27964393777704555,0.01633980106969193,0.12111536637094632,0.5745169194223603,1.25871871441813,-0.6010627252900234,-0.9933364652014673,-0.35428328280221694,False,False,False,False,5
-0.14807102050964802,0.4224500983774413,-1.0645923180391703,-0.9991488669523944,-0.4405895523406268,0.2324434664914508,0.6791015695456383,-0.15637966225953567,-0.07294302046734745,-1.3161588440155743,-0.9933364652014673,-0.8152535658691656,False,False,False,False,5
-0.5396286467324856,0.6860051342739721,-1.3705073480816643,-1.6361080349508916,-0.5483892714691704,0.2324434664914508,-0.791143106611401,-1.0961038387075965,0.49776915162643065,-1.2424793511640755,-0.38786694027153973,2.181644767158045,False,False,True,False,7
-0.21146207621142485,0.31471455405836046,-1.268535671400833,-0.453520817874562,-0.3331924474799242,-0.5281979455781165,-1.005976680200545,0.05244793250674514,0.30753176092850365,-0.5320912203840753,-0.8900370168997762,0.7857210699322127,False,False,True,False,7
-0.9605796970001282,0.31471455405836046,-0.9626206413583389,-0.716583179437072,0.30290076455881493,0.2324434664914508,0.8187696547643285,-0.4174141557173142,-0.19976794759929783,-0.7403421260138814,-1.202949070222186,-0.9681317804284483,False,False,False,False,5
-1.8253725239563117,0.5023716379380946,-1.3705073480816643,-0.9991488669523944,0.09242925658808088,0.3305567470604541,0.6791015695456383,-1.2527245347823215,1.7026059593799578,-0.8814422240165168,-0.48644945165261727,-0.7048415220207946,False,False,False,False,5
-0.21146207621142485,0.4758139024208726,0.10808196379038984,-0.9991488669523944,0.7451023360920325,-0.5281979455781165,-0.3366402922606953,0.3656893246560794,-0.3265928747312482,4.745438746251528,-1.309301752873483,-0.4497516276124894,False,False,False,False,5
0.2179314869194151,-1.4887438126688963,1.484699598981613,-0.716583179437072,0.17153671060794543,1.5448314277132733,1.4851426327016575,0.10465483119830085,-0.07294302046734745,0.6394917707619616,0.0919769443834016,-0.2578335386735065,False,False,True,False,7
-0.14807102050964802,-1.2251887767723657,1.2297704072795346,-0.716583179437072,6.078060841073016,0.42306040854206284,0.6039360811751856,0.10465483119830085,-1.7216670731826995,2.5041786555414007,-1.202949070222186,-0.49387565252480037,False,False,True,False,6
-0.34043439393442865,-0.7826250936983679,0.21005364047122124,-0.0901134043272801,-0.09300555442782285,0.8886374471023625,0.9462766266463792,0.7833445141885831,1.3221311779841067,0.004367190412415191,-0.6863572012403092,-0.36116459680262597,False,False,False,False,5
-0.14807102050964802,-0.5396339640593745,-0.2998047429329354,-0.9991488669523944,0.5378542937543824,-0.3739504776015194,0.0097651816057891,-0.05196586487636628,-0.8973050468250234,1.5838316822878182,-0.8900370168997762,-0.7108097406071929,False,False,False,False,5
0.2179314869194151,-0.18760374924300874,-0.809663126337092,-0.0901134043272801,-0.03990204644461424,-0.5281979455781165,0.8625163585244129,0.05244793250674514,-0.8973050468250234,-0.8106616176579727,-0.9933364652014673,-1.5963775775725657,False,False,False,False,5
-0.8167244114769897,-0.721227964530909,-0.6567056113158449,0.02371271736529129,-0.013387022527562424,0.7478205415696911,0.12111536637094632,0.05244793250674514,0.7514190058903314,-0.12726863360234678,-0.6863572012403092,0.94857883460856,False,False,True,False,6
-1.259853248778019,-0.7826250936983679,-0.5547339346350136,-1.3043430595211212,-0.1462073113254593,-0.23313357206884808,-0.6636361347293508,-0.626241750483537,0.1807068337965533,-0.6010627252900234,-1.0976339912599697,0.6441056223875632,False,False,False,False,5
-0.34043439393442865,-0.6602678293094026,-0.14684722791168842,-0.716583179437072,-0.1462073113254593,-1.6499689647493274,-1.679377996535685,-0.2607934596426471,-0.19976794759929783,-0.3954564365524471,-0.8900370168997762,-0.1025940101205896,False,False,False,False,5
-0.6764658875701405,0.9919256127341393,-1.3705073480816643,-0.5827837700061445,-0.1462073113254593,0.12799603503279441,-0.06946523515995495,0.261275527272968,1.0050688601542321,-0.6704777798988003,-0.9933364652014673,0.13429001122682446,False,False,False,False,5
-0.21146207621142485,0.6600116003867975,-1.3705073480816643,-0.453520817874562,-0.09300555442782285,-0.698710610629147,-1.1689673650882555,-0.15637966225953567,0.434356688060454,-0.3954564365524471,-0.5859405704136383,0.7857210699322127,False,False,True,False,6
-0.9605796970001282,0.8148024913336078,-1.0136064796987545,0.02371271736529129,0.09242925658808088,0.42306040854206284,1.1546199395610355,-0.4696210544088699,0.24411929736252988,-0.7403421260138814,-0.29017659054815453,-1.1209064189616071,False,False,False,False,5
